date,text,text_cleaned,topic,sentiment
2021-11-25 23:40:12+00:00,@pattimarathon Age is consistently a #COVID19 risk factor —whether unvaxxed or vaxxed. https://t.co/YDaogJTxkR,age consistently risk factor unvaxxed vaxxed,o,ne
2021-11-25 23:40:12+00:00,7 Day Confirmed Covid Cases per 1K Population by County For OK   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/w32n3OJ5hp,day confirmed covid 1k population county ok covid insights analytics team usafacts,s,ne
2021-11-25 23:40:12+00:00,Happy Thanksgiving. I hope you’re all able to spend your holidays with family  &amp; friends. I’m spending the holiday with people who can’t be with loved ones. Please get vaccinated…get your booster…stay safe and healthy. #covid_19 #healthcare #vaccine #HappyThanksgiving https://t.co/dSMIv5yFN3,happy thanksgiving hope able spend holidays family amp friends spending holiday people loved ones please safe healthy,v,n
2021-11-25 23:40:09+00:00,"#California town declares itself a ‘constitutional republic’ to buck #Covid rules

#BREAKING #COVID19 
https://t.co/m8eYYgiFcX",town declares buck,p,ne
2021-11-25 23:40:04+00:00,"Pied Piper Ice Cream Truck Memorial Park Tauranga is new location:  Eleventh Avenue, Parkvale, Tauranga 3110
 Saturday 20 November
 2:40 pm - 3:40 pm
 #Parkvale #Tauranga #Covid19",pied piper ice cream truck memorial park tauranga location eleventh avenue parkvale tauranga saturday pm ,a,ne
2021-11-25 23:40:04+00:00,"Tauranga Hospital Emergency Department is new location:  829 Cameron Road, Tauranga South, Tauranga 3112
 Saturday 20 November
 8:42 pm - 11:59 pm
 #TaurangaSouth #Tauranga #Covid19",tauranga hospital emergency department location cameron road tauranga south tauranga saturday pm ,a,ne
2021-11-25 23:40:03+00:00,"Tauranga Hospital Emergency Department is new location:  829 Cameron Road, Tauranga South, Tauranga 3112
 Sunday 21 November
 12:00 am - 1:10 am
 #TaurangaSouth #Tauranga #Covid19",tauranga hospital emergency department location cameron road tauranga south tauranga sunday am ,a,ne
2021-11-25 23:39:59+00:00,"Hi 👋 ASEAN family

#NewsFromPhilippines🇵🇭

#COVID19 #Philippines🇵🇭 as 25 November 2021

😷New Confirmed Cases: 975
🦠Cumulative number of cases: 2,829,618 (+975)
👍🏻Recoveries: 2,763,947 (+1,029)
📣Fatalities: 47,875 (+193)

📸 @DOHgovph

#Philippines #Covid19 #Vaccinated https://t.co/IUfFDvl21v",hi asean november confirmed,s,ne
2021-11-25 23:39:51+00:00,"#clotshot #sheddingassholes #vaccinedeaths  #VaccineMandate #vaccine #vaccineinjuries 

Are the vaccinated  #sheddingassholes the ones we should watch out for?",vaccinated ones watch,v,ne
2021-11-25 23:39:30+00:00,"Our scientists are deeply concerned' - Javid
https://t.co/XAKIod5cKu there’s a good chance this is gonna be worse #Covid19",scientists deeply concerned  chance gonna worse,r,n
2021-11-25 23:39:28+00:00,"Worse than Delta': Alarm over Botswana Covid variant with multiple mutations. #COVID19
#Covid_19 #SouthAfrica
https://t.co/l45qd6C9RB",worse delta alarm botswana covid variant multiple mutations,r,n
2021-11-25 23:39:21+00:00,"Industry leaders say South Aussie businesses are still hamstrung by caps and highly confusing rules, while NSW has moved to end all density restrictions. What do you think? Latest: https://t.co/cdAd2QPzH6 #Covid19 #TheAdvertiser https://t.co/9QlSihl27K",industry leaders south aussie businesses hamstrung caps highly confusing rules nsw moved density restrictions,p,ne
2021-11-25 23:39:15+00:00,"Some vaccine evasion info on #B11529 via #HongKong 

—didn’t show up positive until many days in
—both mentioned here, are about 5 months out from full #Pfizer vaccination 
—VERY HIGH Ct counts..18 and 19

This means they have VERY HIGH viral load DESPITE being vaxxed https://t.co/vXp6QNNtLU",vaccine evasion info via positive days mentioned months vaccination ct counts18 means viral load despite vaxxed,r,n
2021-11-25 23:39:11+00:00,@Carl_Ikeme not until you guys start addressing the issue. #Sheeple are followers not leaders. #COVID19 #soccer #VaccineSideEffects #vaccineinjured #vaccinedeaths https://t.co/dkwxKvALko,guys start addressing issue followers leaders,o,n
2021-11-25 23:39:08+00:00,"Thankful for #COVID19 vaccines and booster shots at our disposal as Americans, no matter what state you're from.
Oh, and the masks...very thankful for the germ stopping 😷!

How bout you, Gov?
#Thanksgiving2021 https://t.co/kK5NPay72N",thankful vaccines booster shots disposal americans matter youre masksvery thankful germ stopping bout,v,p
2021-11-25 23:39:00+00:00,"Police in central Poland have detained three nurses accused of taking money for issuing over 100 EU vaccination certificates to people who had not been vaccinated against coronavirus.

#Poland #COVID19 #Covid_19 #vaccines
https://t.co/68DD7HNZ02",police central poland detained nurses accused taking money issuing eu vaccination certificates people vaccinated,v,n
2021-11-25 23:38:49+00:00,"Am I right in thinking that our slackness in getting covid vaccinations to every nation, is part of the reason we're getting these variants?

https://t.co/YlmO3F8Dur 

#COVID19 #Variant 
 #bbcqt  #r4today",am thinking slackness getting covid vaccinations nation reason getting,v,n
2021-11-25 23:38:37+00:00,"New #COVID19 variant in South Africa . Hold on tight . More transmissible &amp; less susceptible to current vaccines. German Health minister correct . By Springtime there will be the Recovering , the Vaccinated , and the Fallen . Maybe more Fallen than we though this morning.",variant south africa  hold tight  transmissible amp susceptible current vaccines german health minister correct  springtime recovering  vaccinated  fallen  maybe fallen morning,o,n
2021-11-25 23:38:35+00:00,"Hi 👋 ASEAN family

#NewsFromBrunei🇧🇳

#COVID19 #Brunei 🇧🇳 as 25 November 2021

😷New Confirmed Cases: 69
🦠Cumulative number of cases: 14,840 (+69)
👍🏻Recoveries: 14,280 (+70)
📣Fatalities: 57 (+0)

📸 MOH Brunei🇧🇳

#Covid19
#BruneiDarussalam
#StayHome   
#vaccinated https://t.co/pCOgrwKrLe",hi asean november confirmed moh,s,ne
2021-11-25 23:38:28+00:00,"@Maurshk @bbcquestiontime That's a myth - #COVID19 #vaccine does limit spread:

#GetVaccinated #BBCqt 
https://t.co/pYbZ3z91Ph",thats myth  limit,v,ne
2021-11-25 23:38:14+00:00,"#SecretGala11 #AdaraGala11 #HombreNovaEstreno #CrisLu25N #Secret25N #ThanksgivingDay #COVID19 #vaccine #BlackFriday #HappyThanksgiving #NoConsent 

💥💥BOOM💥💥 https://t.co/JqXFCfDvrx",,a,ne
2021-11-25 23:38:12+00:00,@jheighton3 @solutions_covid @bcndp @CDCofBC And now comes a new variant significantly out replicating  #Delta —#B11528 from #SouthAfrica. #Delta was a ‘game changer’ on an order of scale re its transmission vs earlier forms of #COVID19. So we should be watching this closely…..,comes variant significantly replicating scale re transmission vs earlier forms watching,o,n
2021-11-25 23:37:51+00:00,7 Day Confirmed Covid Cases per 1K Population by County For OK   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/f50ixr25P0,day confirmed covid 1k population county ok covid insights analytics team usafacts,s,ne
2021-11-25 23:37:47+00:00,The Present &amp; Future Is A #covid 🌍 if the UK Gov don’t want tests plenty of countries will - people will - unvaccinated will - specific places will - in my opinion the Future is rapid diagnostics @OmegaDiagnostic #ODX New variants every year due to mutations this is not the flu. https://t.co/uRKuGyQq2k,amp future uk gov tests plenty countries  people  unvaccinated  specific  opinion future rapid diagnostics variants due mutations flu,o,ne
2021-11-25 23:37:46+00:00,Unfortunately this new #Covid strain is partly the West’s fault for focussing only on our own immunity. There have been warnings for months that a new strain would emerge in unvaccinated communities. #covidvariant #covidaustralia,unfortunately strain partly fault focussing own immunity warnings months strain emerge unvaccinated communities,v,ne
2021-11-25 23:37:40+00:00,"Do your own homework, check out the data, highest countries of positive #COVID19  THEN see which countries have the highest #Vaccinations &amp; ask yourself who is spreading this? so why vax passports? 
https://t.co/yhPMMRByJj 
https://t.co/3M4H1q9jrD",own homework check data countries positive countries amp yourself spreading vax passports,v,ne
2021-11-25 23:37:19+00:00,"Emergency Alert 
 #COVID19 New strain in 
South Africa
Called B.1.1.529 https://t.co/POLV4GV3WX",emergency alert strain b11529,o,n
2021-11-25 23:37:14+00:00,@JoeDoesNews any more info on this outbreak in your #covid19 update (once @ScottMorrisonMP has finished his blah blah nonsense?) @abcnews,info outbreak update finished blah blah nonsense,o,ne
2021-11-25 23:37:11+00:00,"English Regions, Scotland, Wales, NI &amp; RoI #covid19 cases per 100,000 residents reported in the last 7 days

The UK now exceeds 10,000,000 reported positive cases

The England reporting lag improved today

England increases from 452 cases per 100k yesterday to 454 per 100k today https://t.co/PAtk2UFqvK",english regions scotland wales ni amp roi residents reported uk exceeds reported positive england reporting lag improved increases 100k yesterday 100k,s,ne
2021-11-25 23:37:04+00:00,"Via WashPo, #Covid19 updates: ‘Overwhelming majority’ of Americans should get booster shots, says Fauci
https://t.co/20xvrDYqs3 
#NY #Bronx #Brooklyn #StatenIsland #Queens #Manhattan",via washpo updates americans booster shots,v,ne
2021-11-25 23:37:03+00:00,GOOD READ - #pandemicparenting --My #Kid Is Afraid of Shots. How Can We Prepare for the #COVID19 #Vaccine? https://t.co/hawpLzTZ1G,read  afraid shots prepare,o,ne
2021-11-25 23:36:52+00:00,"So, while #COVID19 isn't over - far from it, the threat of insurrection and domestic terrorism aren't over, our economic trials aren't over, I am still thankful for many things this year.

First, I am thankful to my God for protecting me and my family.",isnt  threat insurrection domestic terrorism arent economic trials arent am thankful am thankful god protecting family,p,p
2021-11-25 23:36:38+00:00,Can somebody explain me why children below the age of 12 years old should be vaccinated? #Pfizer #COVID19,explain children below age vaccinated,v,n
2021-11-25 23:36:34+00:00,#covid19 + #isolation = SUCKS. But I’m lucky to only feel like I have a cold and still get to grab some fresh air and watch the sun set from my balcony 🌇 https://t.co/Lol2mOpFia,  sucks lucky feel cold grab fresh air watch sun set balcony,m,n
2021-11-25 23:36:21+00:00,"Let the market forces win the talent war when joining the competitors.

#Pfizer is in the process attracting more poor HR practices to loose more talents and will fail to attract new talents

Copy cat competitor is the last destination ever.. https://t.co/f9iTEEDmUT",market forces win talent war joining process attracting poor hr practices loose talents fail attract cat competitor destination,v,n
2021-11-25 23:36:08+00:00,"#GetVaccinated #WearAMask 
I don’t want to live forever, but I don’t want to die because you’re ignorant, stubborn, selfish, or you believe Joe Rogan, Aaron Rodgers, or Kyrie Irving. The earth is not flat, #COVID19 vaccines are not a “personal choice”, &amp; masks help. https://t.co/ZrAIpqOJ7x",live forever die ignorant stubborn selfish believe joe rogan aaron rodgers kyrie irving earth flat vaccines amp masks help,v,ne
2021-11-25 23:36:07+00:00,7 Day Confirmed Covid Cases per 1K Population by County For OH   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/JTZ4waCKGj,day confirmed covid 1k population county oh covid insights analytics team usafacts,s,ne
2021-11-25 23:36:06+00:00,"https://t.co/vxfKIzPodd Document for any #pwME who become acutely unwell with #COVID19 
#mecfs #pots #MyalgicEncephalomyelitis",document acutely unwell,o,ne
2021-11-25 23:35:56+00:00,"Judging by Guto Harri and his views on #Covid19 bearing in mind the breaking South Africa variant news, this was a prerecord. #BBCQT",judging guto harri views bearing mind breaking south africa variant news prerecord,o,ne
2021-11-25 23:35:53+00:00,"Meanwhile big - and increasing parts - of Europe are battling the worst wave to date, which is Delta-variant driven. #Covid19 #DeltaVariant",meanwhile  increasing  europe battling worst wave date deltavariant driven,o,n
2021-11-25 23:35:53+00:00,"#NormanSwan; with the advent of the new #SouthAfrican covid variant
It is yet unknown as to what extent the #Pentecostals are having in regards to #vaccine hesitancy in neighbouring countries such as #Indonesia #PNG &amp; nearby island nations Including our own indigenous community’s",advent covid unknown extent regards hesitancy neighbouring countries amp nearby island nations including own indigenous,p,ne
2021-11-25 23:35:52+00:00,"What do we know about the new ‘worst ever’ #Covid variant?

UK places South Africa on red travel list over B.1.1.529 variant picked up by scientists in country

 https://t.co/d0rvfR2Yl6",south africa red travel list b11529 variant picked scientists,t,n
